timestamp_derived,log_record_type,request_id,organization_id,organization_name,organization_status,organization_edition,organization_country_code,organization_language_locale,organization_time_zone,organization_instance,organization_type,cloned_from_organization_id,user_id_token,user_type,url,package_id,package_version_id,managed_package_namespace,custom_entity,custom_entity_type,operation_type,operation_count,request_status,referrer_uri,session_key,login_key,user_agent,user_country_code,user_time_zone,api_type,api_version,rows_processed,request_size,response_size,http_method,http_status_code,num_fields,app_name,page_app_name,page_context,ui_event_source,ui_event_type,ui_event_sequence_num,target_ui_element,parent_ui_element,page_url,prevpage_url,class_name,method_name,event,event_subscriber,event_count,entry_point,quiddity,num_soql_queries,stack_trace,bulk_job_id,bulk_batch_id,bulk_operation,line_number,interaction_id_token
2025-11-25T02:03:43.605Z,VisualforceRequest,SLB:c5209431aa6b0f8a737fc43920b5cf4a,00D36000000uslh,United Benefits LLC,Active,Enterprise Edition,US,en_US,America/Chicago,USA470,Production,,005-A9NK6rOE2E+dmcH6FEnrJpj6+Le/4DlDJ1VUDFWCE3E=,Standard,/apex/tdc_tsw__IncomingAlert,03328000000MOrR,04t0I000000o3Pi,tdc_tsw,/apex/tdc_tsw__IncomingAlert,VisualforcePage,,,S,,LLjr0hToIIFAFFeQ,+0KBI0EyQgfw/JMF,,,,,,,33097.0,111766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-06T23:15:28.253Z,VisualforceRequest,SLB:6da56534ee696e427535b2c485e8a8a3,00D36000000uslh,United Benefits LLC,Active,Enterprise Edition,US,en_US,America/Chicago,USA470,Production,,005-A9NK6rOE2E+dmcH6FEnrJpj6+Le/4DlDJ1VUDFWCE3E=,Standard,/apex/tdc_tsw__IncomingAlert,03328000000MOrR,04t0I000000o3Pi,tdc_tsw,SMS_APP_Number,CustomObject,SOQL_QUERY,1.0,S,,LLjr0hToIIFAFFeQ,+0KBI0EyQgfw/JMF,,,,,,,33059.0,111770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-03T18:56:34.551Z,VisualforceRequest,SLB:a5ba678394d0b482ed7595de9dd74619,00D36000000uslh,United Benefits LLC,Active,Enterprise Edition,US,en_US,America/Chicago,USA470,Production,,005-A9NK6rOE2E+dmcH6FEnrJpj6+Le/4DlDJ1VUDFWCE3E=,Standard,/apex/tdc_tsw__IncomingAlert,03328000000MOrR,04t0I000000o3Pi,tdc_tsw,SMS_APP_Number,CustomObject,SOQL_QUERY,1.0,S,,LLjr0hToIIFAFFeQ,+0KBI0EyQgfw/JMF,,,,,,,33281.0,111754.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-18T11:02:42.419Z,ApexExecution,SLB:526a0b94b57fe721d2ace5c6df4335e6,00D36000000uslh,United Benefits LLC,Active,Enterprise Edition,US,en_US,America/Chicago,USA470,Production,,005-A9NK6rOE2E+dmcH6FEnrJpj6+Le/4DlDJ1VUDFWCE3E=,Standard,,03328000000MOrR,04t0I000000o3Pi,tdc_tsw,IncomingAlert,ApexClass,,,,,LLjr0hToIIFAFFeQ,+0KBI0EyQgfw/JMF,,,,,,,,,,,,,,,,,,,,,,,,,,,VF- /apex/tdc_tsw__IncomingAlert,V,3.0,,,,,,
2025-08-25T02:12:55.438Z,VisualforceRequest,SLB:8f21850978d02e7cd23e3b32ea2b0867,00D36000000uslh,United Benefits LLC,Active,Enterprise Edition,US,en_US,America/Chicago,USA470,Production,,005-A9NK6rOE2E+dmcH6FEnrJpj6+Le/4DlDJ1VUDFWCE3E=,Standard,/apex/tdc_tsw__IncomingAlert,03328000000MOrR,04t0I000000o3Pi,tdc_tsw,SMS_APP_Number,CustomObject,SOQL_QUERY,1.0,S,,LLjr0hToIIFAFFeQ,+0KBI0EyQgfw/JMF,,,,,,,33151.0,111762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-15T18:59:01.273Z,VisualforceRequest,SLB:619fde177a35a170213f77676fcc51cd,00D36000000uslh,United Benefits LLC,Active,Enterprise Edition,US,en_US,America/Chicago,USA470,Production,,005-A9NK6rOE2E+dmcH6FEnrJpj6+Le/4DlDJ1VUDFWCE3E=,Standard,/apex/tdc_tsw__IncomingAlert,03328000000MOrR,04t0I000000o3Pi,tdc_tsw,/apex/tdc_tsw__IncomingAlert,VisualforcePage,,,S,,LLjr0hToIIFAFFeQ,+0KBI0EyQgfw/JMF,,,,,,,33181.0,111766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-02T15:11:29.433Z,VisualforceRequest,SLB:15ee7737dfa6c0dc2d47a533ae716381,00D36000000uslh,United Benefits LLC,Active,Enterprise Edition,US,en_US,America/Chicago,USA470,Production,,005-A9NK6rOE2E+dmcH6FEnrJpj6+Le/4DlDJ1VUDFWCE3E=,Standard,/apex/tdc_tsw__IncomingAlert,03328000000MOrR,04t0I000000o3Pi,tdc_tsw,/apex/tdc_tsw__IncomingAlert,VisualforcePage,,,S,,LLjr0hToIIFAFFeQ,+0KBI0EyQgfw/JMF,,,,,,,33151.0,111770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-21T16:23:57.523Z,VisualforceRequest,SLB:e9c25ef4cb0b2f07a2a0a313e2c0af78,00D36000000uslh,United Benefits LLC,Active,Enterprise Edition,US,en_US,America/Chicago,USA470,Production,,005-A9NK6rOE2E+dmcH6FEnrJpj6+Le/4DlDJ1VUDFWCE3E=,Standard,/apex/tdc_tsw__IncomingAlert,03328000000MOrR,04t0I000000o3Pi,tdc_tsw,SMS_APP_Number,CustomObject,SOQL_QUERY,1.0,S,,LLjr0hToIIFAFFeQ,+0KBI0EyQgfw/JMF,,,,,,,33201.0,111754.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-14T10:55:42.273Z,ApexExecution,SLB:577abca103987a57776f87f1aff53eea,00D36000000uslh,United Benefits LLC,Active,Enterprise Edition,US,en_US,America/Chicago,USA470,Production,,005-A9NK6rOE2E+dmcH6FEnrJpj6+Le/4DlDJ1VUDFWCE3E=,Standard,,03328000000MOrR,04t0I000000o3Pi,tdc_tsw,IncomingAlert,ApexClass,,,,,LLjr0hToIIFAFFeQ,+0KBI0EyQgfw/JMF,,,,,,,,,,,,,,,,,,,,,,,,,,,VF- /apex/tdc_tsw__IncomingAlert,V,3.0,,,,,,
2025-09-30T05:25:41.271Z,VisualforceRequest,SLB:964367096b83819c8a18c12ed2ba75a1,00D36000000uslh,United Benefits LLC,Active,Enterprise Edition,US,en_US,America/Chicago,USA470,Production,,005-A9NK6rOE2E+dmcH6FEnrJpj6+Le/4DlDJ1VUDFWCE3E=,Standard,/apex/tdc_tsw__IncomingAlert,03328000000MOrR,04t0I000000o3Pi,tdc_tsw,Message,CustomObject,SOQL_QUERY,1.0,S,,LLjr0hToIIFAFFeQ,+0KBI0EyQgfw/JMF,,,,,,,33181.0,111770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-15T12:18:43.536Z,VisualforceRequest,SLB:205787b82e771d1ba4151bf85112a8dc,00D36000000uslh,United Benefits LLC,Active,Enterprise Edition,US,en_US,America/Chicago,USA470,Production,,005-A9NK6rOE2E+dmcH6FEnrJpj6+Le/4DlDJ1VUDFWCE3E=,Standard,/apex/tdc_tsw__IncomingAlert,03328000000MOrR,04t0I000000o3Pi,tdc_tsw,/apex/tdc_tsw__IncomingAlert,VisualforcePage,,,S,,LLjr0hToIIFAFFeQ,+0KBI0EyQgfw/JMF,,,,,,,33203.0,111758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-12T10:00:40.259Z,VisualforceRequest,SLB:caa8b7714a08b23a8347f682b21bd9f9,00D36000000uslh,United Benefits LLC,Active,Enterprise Edition,US,en_US,America/Chicago,USA470,Production,,005-A9NK6rOE2E+dmcH6FEnrJpj6+Le/4DlDJ1VUDFWCE3E=,Standard,/apex/tdc_tsw__IncomingAlert,03328000000MOrR,04t0I000000o3Pi,tdc_tsw,SMS_APP_Number,CustomObject,SOQL_QUERY,1.0,S,,LLjr0hToIIFAFFeQ,+0KBI0EyQgfw/JMF,,,,,,,33153.0,111766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-07T16:14:41.084Z,VisualforceRequest,SLB:34653c5974863be0b1611c625935adc5,00D36000000uslh,United Benefits LLC,Active,Enterprise Edition,US,en_US,America/Chicago,USA470,Production,,005-A9NK6rOE2E+dmcH6FEnrJpj6+Le/4DlDJ1VUDFWCE3E=,Standard,/apex/tdc_tsw__IncomingAlert,03328000000MOrR,04t0I000000o3Pi,tdc_tsw,/apex/tdc_tsw__IncomingAlert,VisualforcePage,,,S,,LLjr0hToIIFAFFeQ,+0KBI0EyQgfw/JMF,,,,,,,33141.0,111758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-26T17:46:52.363Z,ApexExecution,SLB:1f109337d4bbb7eb84bee9c8e2fad5be,00D36000000uslh,United Benefits LLC,Active,Enterprise Edition,US,en_US,America/Chicago,USA470,Production,,005-A9NK6rOE2E+dmcH6FEnrJpj6+Le/4DlDJ1VUDFWCE3E=,Standard,,03328000000MOrR,04t0I000000o3Pi,tdc_tsw,IncomingAlert,ApexClass,,,,,LLjr0hToIIFAFFeQ,+0KBI0EyQgfw/JMF,,,,,,,,,,,,,,,,,,,,,,,,,,,VF- /apex/tdc_tsw__IncomingAlert,V,3.0,,,,,,
2025-12-08T23:46:11.361Z,ApexExecution,SLB:2212ecd2e604a9245976189c52210512,00D36000000uslh,United Benefits LLC,Active,Enterprise Edition,US,en_US,America/Chicago,USA470,Production,,005-A9NK6rOE2E+dmcH6FEnrJpj6+Le/4DlDJ1VUDFWCE3E=,Standard,,03328000000MOrR,04t0I000000o3Pi,tdc_tsw,IncomingAlert,ApexClass,,,,,LLjr0hToIIFAFFeQ,+0KBI0EyQgfw/JMF,,,,,,,,,,,,,,,,,,,,,,,,,,,VF- /apex/tdc_tsw__IncomingAlert,V,3.0,,,,,,
2025-09-21T11:48:20.202Z,VisualforceRequest,SLB:cc965766d4bec246a8c8db2a9ee59b03,00D36000000uslh,United Benefits LLC,Active,Enterprise Edition,US,en_US,America/Chicago,USA470,Production,,005-A9NK6rOE2E+dmcH6FEnrJpj6+Le/4DlDJ1VUDFWCE3E=,Standard,/apex/tdc_tsw__IncomingAlert,03328000000MOrR,04t0I000000o3Pi,tdc_tsw,Message,CustomObject,SOQL_QUERY,1.0,S,,LLjr0hToIIFAFFeQ,+0KBI0EyQgfw/JMF,,,,,,,33157.0,111766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-23T09:13:41.554Z,VisualforceRequest,SLB:a93964f656b06eda638571c91f7b0b6c,00D36000000uslh,United Benefits LLC,Active,Enterprise Edition,US,en_US,America/Chicago,USA470,Production,,005-A9NK6rOE2E+dmcH6FEnrJpj6+Le/4DlDJ1VUDFWCE3E=,Standard,/apex/tdc_tsw__IncomingAlert,03328000000MOrR,04t0I000000o3Pi,tdc_tsw,Message,CustomObject,SOQL_QUERY,1.0,S,,LLjr0hToIIFAFFeQ,+0KBI0EyQgfw/JMF,,,,,,,33029.0,111782.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-09-06T19:07:19.946Z,VisualforceRequest,SLB:393f688b15ae1dff3206c09f6bdd46e9,00D36000000uslh,United Benefits LLC,Active,Enterprise Edition,US,en_US,America/Chicago,USA470,Production,,005-A9NK6rOE2E+dmcH6FEnrJpj6+Le/4DlDJ1VUDFWCE3E=,Standard,/apex/tdc_tsw__IncomingAlert,03328000000MOrR,04t0I000000o3Pi,tdc_tsw,Message,CustomObject,SOQL_QUERY,1.0,S,,LLjr0hToIIFAFFeQ,+0KBI0EyQgfw/JMF,,,,,,,33149.0,111762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-02T04:17:57.125Z,ApexExecution,SLB:57e1906c9a01e4fb5a4aa05433905b03,00D36000000uslh,United Benefits LLC,Active,Enterprise Edition,US,en_US,America/Chicago,USA470,Production,,005-A9NK6rOE2E+dmcH6FEnrJpj6+Le/4DlDJ1VUDFWCE3E=,Standard,,03328000000MOrR,04t0I000000o3Pi,tdc_tsw,IncomingAlert,ApexClass,,,,,LLjr0hToIIFAFFeQ,+0KBI0EyQgfw/JMF,,,,,,,,,,,,,,,,,,,,,,,,,,,VF- /apex/tdc_tsw__IncomingAlert,V,3.0,,,,,,
2025-11-25T15:40:22.392Z,VisualforceRequest,SLB:62b2a5c0261f7e87f5fe067fe7644dd4,00D36000000uslh,United Benefits LLC,Active,Enterprise Edition,US,en_US,America/Chicago,USA470,Production,,005-A9NK6rOE2E+dmcH6FEnrJpj6+Le/4DlDJ1VUDFWCE3E=,Standard,/apex/tdc_tsw__IncomingAlert,03328000000MOrR,04t0I000000o3Pi,tdc_tsw,/apex/tdc_tsw__IncomingAlert,VisualforcePage,,,S,,LLjr0hToIIFAFFeQ,+0KBI0EyQgfw/JMF,,,,,,,33133.0,111770.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-15T03:17:24.367Z,VisualforceRequest,SLB:cbdd1bb9ab9c5ea6f466e6841f669c08,00D36000000uslh,United Benefits LLC,Active,Enterprise Edition,US,en_US,America/Chicago,USA470,Production,,005-A9NK6rOE2E+dmcH6FEnrJpj6+Le/4DlDJ1VUDFWCE3E=,Standard,/apex/tdc_tsw__IncomingAlert,03328000000MOrR,04t0I000000o3Pi,tdc_tsw,SMS_APP_Number,CustomObject,SOQL_QUERY,1.0,S,,LLjr0hToIIFAFFeQ,+0KBI0EyQgfw/JMF,,,,,,,33039.0,111762.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-10T02:59:33.993Z,ApexExecution,SLB:55db9fadd3b785192eb8a0b4ff4ebaa6,00D36000000uslh,United Benefits LLC,Active,Enterprise Edition,US,en_US,America/Chicago,USA470,Production,,005-A9NK6rOE2E+dmcH6FEnrJpj6+Le/4DlDJ1VUDFWCE3E=,Standard,,03328000000MOrR,04t0I000000o3Pi,tdc_tsw,IncomingAlert,ApexClass,,,,,LLjr0hToIIFAFFeQ,+0KBI0EyQgfw/JMF,,,,,,,,,,,,,,,,,,,,,,,,,,,VF- /apex/tdc_tsw__IncomingAlert,V,3.0,,,,,,
2025-07-04T19:31:47.571Z,VisualforceRequest,SLB:09a28916180cf8e35b5c59275b4755b4,00D36000000uslh,United Benefits LLC,Active,Enterprise Edition,US,en_US,America/Chicago,USA470,Production,,005-A9NK6rOE2E+dmcH6FEnrJpj6+Le/4DlDJ1VUDFWCE3E=,Standard,/apex/tdc_tsw__IncomingAlert,03328000000MOrR,04t0I000000o3Pi,tdc_tsw,SMS_APP_Number,CustomObject,SOQL_QUERY,1.0,S,,LLjr0hToIIFAFFeQ,+0KBI0EyQgfw/JMF,,,,,,,33157.0,111734.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-23T21:43:20.092Z,VisualforceRequest,SLB:ed981f35845ad8ba4a844c946cc5b5a1,00D36000000uslh,United Benefits LLC,Active,Enterprise Edition,US,en_US,America/Chicago,USA470,Production,,005-A9NK6rOE2E+dmcH6FEnrJpj6+Le/4DlDJ1VUDFWCE3E=,Standard,/apex/tdc_tsw__IncomingAlert,03328000000MOrR,04t0I000000o3Pi,tdc_tsw,/apex/tdc_tsw__IncomingAlert,VisualforcePage,,,S,,LLjr0hToIIFAFFeQ,+0KBI0EyQgfw/JMF,,,,,,,33263.0,111758.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-04T18:19:23.813Z,ApexExecution,SLB:1087b379859e057344751de9765bcb19,00D36000000uslh,United Benefits LLC,Active,Enterprise Edition,US,en_US,America/Chicago,USA470,Production,,005-A9NK6rOE2E+dmcH6FEnrJpj6+Le/4DlDJ1VUDFWCE3E=,Standard,,03328000000MOrR,04t0I000000o3Pi,tdc_tsw,IncomingAlert,ApexClass,,,,,LLjr0hToIIFAFFeQ,+0KBI0EyQgfw/JMF,,,,,,,,,,,,,,,,,,,,,,,,,,,VF- /apex/tdc_tsw__IncomingAlert,V,3.0,,,,,,
2025-08-16T10:05:15.272Z,VisualforceRequest,SLB:3576a7282384d39e7ef9fd50efc196cb,00D36000000uslh,United Benefits LLC,Active,Enterprise Edition,US,en_US,America/Chicago,USA470,Production,,005-A9NK6rOE2E+dmcH6FEnrJpj6+Le/4DlDJ1VUDFWCE3E=,Standard,/apex/tdc_tsw__IncomingAlert,03328000000MOrR,04t0I000000o3Pi,tdc_tsw,SMS_APP_Number,CustomObject,SOQL_QUERY,1.0,S,,LLjr0hToIIFAFFeQ,+0KBI0EyQgfw/JMF,,,,,,,33223.0,111766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-12-15T23:09:16.060Z,VisualforceRequest,SLB:5bbbb5584b29621e74ba7e69d9b3703a,00D36000000uslh,United Benefits LLC,Active,Enterprise Edition,US,en_US,America/Chicago,USA470,Production,,005-A9NK6rOE2E+dmcH6FEnrJpj6+Le/4DlDJ1VUDFWCE3E=,Standard,/apex/tdc_tsw__IncomingAlert,03328000000MOrR,04t0I000000o3Pi,tdc_tsw,SMS_APP_Number,CustomObject,SOQL_QUERY,1.0,S,,LLjr0hToIIFAFFeQ,+0KBI0EyQgfw/JMF,,,,,,,33091.0,111754.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
